Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> gen: random restart greedy, 3 threads, top 1, from my-layout (2400s)

  1 layouts | best: -3.12T | 1/s | 0.7s   
  4 layouts | best: -1.58T | 3/s | 1.4s   
  7 layouts | best: -1.58T | 3/s | 2.1s   
  10 layouts | best: -1.46T | 2/s | 4.7s   
  13 layouts | best: -1.18T | 2/s | 5.4s   
  16 layouts | best: -1.18T | 2/s | 6.5s   
  17 layouts | best: -1.18T | 2/s | 8.6s   
  2.72K layouts | best: -1.00T | 2/s | 1174.5s   
  2.72K layouts | best: -1.00T | 2/s | 1175.4s   
  2.72K layouts | best: -1.00T | 2/s | 1176.1s   
  2.72K layouts | best: -1.00T | 2/s | 1176.8s   
  2.73K layouts | best: -1.00T | 2/s | 1177.6s   
  2.73K layouts | best: -1.00T | 2/s | 1178.3s   
  2.73K layouts | best: -1.00T | 2/s | 1179.4s   
  2.73K layouts | best: -1.00T | 2/s | 1181.1s   
  2.73K layouts | best: -1.00T | 2/s | 1181.8s   
  2.74K layouts | best: -1.00T | 2/s | 1182.4s   
  2.74K layouts | best: -1.00T | 2/s | 1183.2s   
  2.74K layouts | best: -1.00T | 2/s | 1183.9s   
  2.74K layouts | best: -1.00T | 2/s | 1184.7s   
  2.74K layouts | best: -1.00T | 2/s | 1185.5s   
  2.75K layouts | best: -1.00T | 2/s | 1186.4s   
  2.75K layouts | best: -1.00T | 2/s | 1187.6s   
  2.75K layouts | best: -1.00T | 2/s | 1188.4s   
  2.75K layouts | best: -1.00T | 2/s | 1189.8s   
  2.75K layouts | best: -1.00T | 2/s | 1190.7s   
  2.75K layouts | best: -1.00T | 2/s | 1191.9s   
  2.75K layouts | best: -1.00T | 2/s | 1194.3s   
  2.76K layouts | best: -1.00T | 2/s | 1195.2s   
  2.76K layouts | best: -1.00T | 2/s | 1196.0s   
  2.76K layouts | best: -1.00T | 2/s | 1197.2s   
  2.76K layouts | best: -1.00T | 2/s | 1198.0s   
  2.77K layouts | best: -1.00T | 2/s | 1198.7s   
  2.77K layouts | best: -1.00T | 2/s | 1199.6s   
  2.77K layouts | best: -1.00T | 2/s | 1200.3s   
  2.77K layouts | best: -1.00T | 2/s | 1201.1s   
  2.77K layouts | best: -1.00T | 2/s | 1202.4s   
  2.77K layouts | best: -1.00T | 2/s | 1203.9s   
  2.77K layouts | best: -1.00T | 2/s | 1204.6s   
  2.78K layouts | best: -1.00T | 2/s | 1205.3s   
  2.78K layouts | best: -1.00T | 2/s | 1205.9s   
  2.78K layouts | best: -1.00T | 2/s | 1207.0s   
  2.78K layouts | best: -1.00T | 2/s | 1208.0s   
  2.78K layouts | best: -1.00T | 2/s | 1208.9s   
  2.79K layouts | best: -1.00T | 2/s | 1209.6s   
  2.79K layouts | best: -1.00T | 2/s | 1210.6s   
  2.79K layouts | best: -1.00T | 2/s | 1211.3s   
  2.79K layouts | best: -1.00T | 2/s | 1212.0s   
  2.79K layouts | best: -1.00T | 2/s | 1212.8s   
  2.80K layouts | best: -1.00T | 2/s | 1213.5s   
  2.80K layouts | best: -1.00T | 2/s | 1214.2s   
  2.80K layouts | best: -1.00T | 2/s | 1215.0s   
  2.80K layouts | best: -1.00T | 2/s | 1215.7s   
  2.80K layouts | best: -1.00T | 2/s | 1216.5s   
  2.81K layouts | best: -1.00T | 2/s | 1217.2s   
  2.81K layouts | best: -1.00T | 2/s | 1218.1s   
  2.81K layouts | best: -1.00T | 2/s | 1218.9s   
  2.81K layouts | best: -1.00T | 2/s | 1219.6s   
  2.81K layouts | best: -1.00T | 2/s | 1220.4s   
  2.82K layouts | best: -1.00T | 2/s | 1221.1s   
  2.82K layouts | best: -1.00T | 2/s | 1221.9s   
  2.82K layouts | best: -1.00T | 2/s | 1222.6s   
  2.82K layouts | best: -1.00T | 2/s | 1223.2s   
  2.82K layouts | best: -1.00T | 2/s | 1224.1s   
  2.83K layouts | best: -1.00T | 2/s | 1224.9s   
  2.83K layouts | best: -1.00T | 2/s | 1226.0s   
  2.83K layouts | best: -1.00T | 2/s | 1226.7s   
  2.83K layouts | best: -1.00T | 2/s | 1227.6s   
  2.83K layouts | best: -1.00T | 2/s | 1228.3s   
  2.83K layouts | best: -1.00T | 2/s | 1229.0s   
  2.84K layouts | best: -1.00T | 2/s | 1229.8s   
  2.84K layouts | best: -1.00T | 2/s | 1230.6s   
  2.84K layouts | best: -1.00T | 2/s | 1231.3s   
  2.85K layouts | best: -1.00T | 2/s | 1232.0s   
  2.85K layouts | best: -1.00T | 2/s | 1232.8s   
  2.85K layouts | best: -1.00T | 2/s | 1234.5s   
  2.85K layouts | best: -1.00T | 2/s | 1235.0s   
  2.85K layouts | best: -1.00T | 2/s | 1235.6s   
  2.85K layouts | best: -1.00T | 2/s | 1236.4s   
  2.85K layouts | best: -1.00T | 2/s | 1237.1s   
  2.86K layouts | best: -1.00T | 2/s | 1237.7s   
  2.86K layouts | best: -1.00T | 2/s | 1238.4s   
  2.86K layouts | best: -1.00T | 2/s | 1239.2s   
  2.86K layouts | best: -1.00T | 2/s | 1240.0s   
  2.86K layouts | best: -1.00T | 2/s | 1240.8s   
  2.87K layouts | best: -1.00T | 2/s | 1241.4s   
  2.87K layouts | best: -1.00T | 2/s | 1242.1s   
  2.87K layouts | best: -1.00T | 2/s | 1242.9s   
  2.87K layouts | best: -1.00T | 2/s | 1243.6s   
  2.88K layouts | best: -1.00T | 2/s | 1244.3s   
  2.88K layouts | best: -1.00T | 2/s | 1245.2s   
  2.88K layouts | best: -1.00T | 2/s | 1246.2s   
  2.88K layouts | best: -1.00T | 2/s | 1247.0s   
  2.88K layouts | best: -1.00T | 2/s | 1247.7s   
  2.88K layouts | best: -1.00T | 2/s | 1248.3s   
  2.89K layouts | best: -1.00T | 2/s | 1249.0s   
  2.89K layouts | best: -1.00T | 2/s | 1249.7s   
  2.89K layouts | best: -1.00T | 2/s | 1250.4s   
  2.89K layouts | best: -1.00T | 2/s | 1251.2s   
  2.89K layouts | best: -1.00T | 2/s | 1251.9s   
  2.90K layouts | best: -1.00T | 2/s | 1252.6s   
  2.90K layouts | best: -1.00T | 2/s | 1253.8s   
  2.90K layouts | best: -1.00T | 2/s | 1255.5s   
  2.90K layouts | best: -1.00T | 2/s | 1256.3s   
  2.90K layouts | best: -1.00T | 2/s | 1257.0s   
  2.90K layouts | best: -1.00T | 2/s | 1257.8s   
  2.90K layouts | best: -1.00T | 2/s | 1258.4s   
  2.90K layouts | best: -1.00T | 2/s | 1259.2s   
  2.91K layouts | best: -1.00T | 2/s | 1259.9s   
  2.91K layouts | best: -1.00T | 2/s | 1260.5s   
  2.91K layouts | best: -1.00T | 2/s | 1261.4s   
  2.91K layouts | best: -1.00T | 2/s | 1263.5s   
  2.91K layouts | best: -1.00T | 2/s | 1264.2s   
  2.92K layouts | best: -1.00T | 2/s | 1265.0s   
  2.92K layouts | best: -1.00T | 2/s | 1266.9s   
  2.92K layouts | best: -1.00T | 2/s | 1267.5s   
  2.92K layouts | best: -1.00T | 2/s | 1268.2s   
  2.92K layouts | best: -1.00T | 2/s | 1268.9s   
  2.93K layouts | best: -1.00T | 2/s | 1269.7s   
  2.93K layouts | best: -1.00T | 2/s | 1270.4s   
  2.93K layouts | best: -1.00T | 2/s | 1271.2s   
  2.93K layouts | best: -1.00T | 2/s | 1271.7s   
  2.94K layouts | best: -1.00T | 2/s | 1272.5s   
  2.94K layouts | best: -1.00T | 2/s | 1273.2s   
  2.94K layouts | best: -1.00T | 2/s | 1274.4s   
  2.94K layouts | best: -1.00T | 2/s | 1275.1s   
  2.94K layouts | best: -1.00T | 2/s | 1276.1s   
  2.94K layouts | best: -1.00T | 2/s | 1276.8s   
  2.94K layouts | best: -1.00T | 2/s | 1277.5s   
  2.94K layouts | best: -1.00T | 2/s | 1278.3s   
  2.95K layouts | best: -1.00T | 2/s | 1279.2s   
  2.95K layouts | best: -1.00T | 2/s | 1279.9s   
  2.95K layouts | best: -1.00T | 2/s | 1280.7s   
  2.96K layouts | best: -1.00T | 2/s | 1281.5s   
  2.96K layouts | best: -1.00T | 2/s | 1282.3s   
  2.96K layouts | best: -1.00T | 2/s | 1283.0s   
  2.96K layouts | best: -1.00T | 2/s | 1283.8s   
  2.96K layouts | best: -1.00T | 2/s | 1284.9s   
  2.96K layouts | best: -1.00T | 2/s | 1285.9s   
  2.96K layouts | best: -1.00T | 2/s | 1286.6s   
  2.96K layouts | best: -1.00T | 2/s | 1287.5s   
  2.97K layouts | best: -1.00T | 2/s | 1288.4s   
  2.97K layouts | best: -1.00T | 2/s | 1289.1s   
  2.97K layouts | best: -1.00T | 2/s | 1289.8s   
  2.97K layouts | best: -1.00T | 2/s | 1290.6s   
  2.97K layouts | best: -1.00T | 2/s | 1291.3s   
  2.98K layouts | best: -1.00T | 2/s | 1292.0s   
  2.98K layouts | best: -1.00T | 2/s | 1292.8s   
  2.98K layouts | best: -1.00T | 2/s | 1293.5s   
  2.98K layouts | best: -1.00T | 2/s | 1294.2s   
  2.98K layouts | best: -1.00T | 2/s | 1295.0s   
  2.98K layouts | best: -1.00T | 2/s | 1295.5s   
  2.99K layouts | best: -1.00T | 2/s | 1296.4s   
  2.99K layouts | best: -1.00T | 2/s | 1297.1s   
  2.99K layouts | best: -1.00T | 2/s | 1297.8s   
  2.99K layouts | best: -1.00T | 2/s | 1298.4s   
  2.99K layouts | best: -1.00T | 2/s | 1299.2s   
  3.00K layouts | best: -1.00T | 2/s | 1300.3s   
  3.00K layouts | best: -1.00T | 2/s | 1302.2s   
  3.00K layouts | best: -1.00T | 2/s | 1302.9s   
  3.00K layouts | best: -1.00T | 2/s | 1303.6s   
  3.00K layouts | best: -1.00T | 2/s | 1304.4s   
  3.01K layouts | best: -1.00T | 2/s | 1305.1s   
  3.01K layouts | best: -1.00T | 2/s | 1305.9s   
  3.01K layouts | best: -1.00T | 2/s | 1306.6s   
  3.01K layouts | best: -1.00T | 2/s | 1307.6s   
  3.01K layouts | best: -1.00T | 2/s | 1308.5s   
  3.01K layouts | best: -1.00T | 2/s | 1309.6s   
  3.02K layouts | best: -1.00T | 2/s | 1310.3s   
  3.02K layouts | best: -1.00T | 2/s | 1311.0s   
  3.02K layouts | best: -1.00T | 2/s | 1311.7s   
  3.02K layouts | best: -1.00T | 2/s | 1312.5s   
  3.02K layouts | best: -1.00T | 2/s | 1313.2s   
  3.02K layouts | best: -1.00T | 2/s | 1313.9s   
  3.03K layouts | best: -1.00T | 2/s | 1314.7s   
  3.03K layouts | best: -1.00T | 2/s | 1315.5s   
  3.03K layouts | best: -1.00T | 2/s | 1316.6s   
  3.03K layouts | best: -1.00T | 2/s | 1317.4s   
  3.03K layouts | best: -1.00T | 2/s | 1318.1s   
  3.04K layouts | best: -1.00T | 2/s | 1318.8s   
  3.04K layouts | best: -1.00T | 2/s | 1319.6s   
  3.04K layouts | best: -1.00T | 2/s | 1320.7s   
  3.04K layouts | best: -1.00T | 2/s | 1321.4s   
  3.04K layouts | best: -1.00T | 2/s | 1321.9s   
  3.05K layouts | best: -1.00T | 2/s | 1322.7s   
  3.05K layouts | best: -1.00T | 2/s | 1323.4s   
  3.05K layouts | best: -1.00T | 2/s | 1324.1s   
  3.06K layouts | best: -1.00T | 2/s | 1324.8s   
  3.06K layouts | best: -1.00T | 2/s | 1325.5s   
  3.06K layouts | best: -1.00T | 2/s | 1326.4s   
  3.06K layouts | best: -1.00T | 2/s | 1327.2s   
  3.06K layouts | best: -1.00T | 2/s | 1327.9s   
  3.07K layouts | best: -1.00T | 2/s | 1330.5s   
  3.07K layouts | best: -1.00T | 2/s | 1331.0s   
  3.07K layouts | best: -1.00T | 2/s | 1331.7s   
  3.07K layouts | best: -1.00T | 2/s | 1332.4s   
  3.08K layouts | best: -1.00T | 2/s | 1333.0s   
  3.08K layouts | best: -1.00T | 2/s | 1333.7s   
  3.08K layouts | best: -1.00T | 2/s | 1334.4s   
  3.08K layouts | best: -1.00T | 2/s | 1335.2s   
  3.09K layouts | best: -1.00T | 2/s | 1335.9s   
  3.09K layouts | best: -1.00T | 2/s | 1336.6s   
  3.09K layouts | best: -1.00T | 2/s | 1337.3s   
  3.09K layouts | best: -1.00T | 2/s | 1338.0s   
  3.10K layouts | best: -1.00T | 2/s | 1338.9s   
  3.10K layouts | best: -1.00T | 2/s | 1339.7s   
  3.10K layouts | best: -1.00T | 2/s | 1340.5s   
  3.10K layouts | best: -1.00T | 2/s | 1341.2s   
  3.10K layouts | best: -1.00T | 2/s | 1341.9s   
  3.10K layouts | best: -1.00T | 2/s | 1342.7s   
  3.11K layouts | best: -1.00T | 2/s | 1343.8s   
  3.11K layouts | best: -1.00T | 2/s | 1344.5s   
  3.11K layouts | best: -1.00T | 2/s | 1345.3s   
  3.11K layouts | best: -1.00T | 2/s | 1346.3s   
  3.12K layouts | best: -1.00T | 2/s | 1347.0s   
  3.12K layouts | best: -1.00T | 2/s | 1347.7s   
  3.12K layouts | best: -1.00T | 2/s | 1348.3s   
  3.12K layouts | best: -1.00T | 2/s | 1349.0s   
  3.12K layouts | best: -1.00T | 2/s | 1349.8s   
  3.13K layouts | best: -1.00T | 2/s | 1350.5s   
  3.13K layouts | best: -1.00T | 2/s | 1351.2s   
  3.13K layouts | best: -1.00T | 2/s | 1351.9s   
  3.13K layouts | best: -1.00T | 2/s | 1352.7s   
  3.13K layouts | best: -1.00T | 2/s | 1353.4s   
  3.14K layouts | best: -1.00T | 2/s | 1354.1s   
  3.14K layouts | best: -1.00T | 2/s | 1354.9s   
  3.14K layouts | best: -1.00T | 2/s | 1355.6s   
  3.14K layouts | best: -1.00T | 2/s | 1356.4s   
  3.14K layouts | best: -1.00T | 2/s | 1357.2s   
  3.15K layouts | best: -1.00T | 2/s | 1358.2s   
  3.15K layouts | best: -1.00T | 2/s | 1360.0s   
  3.15K layouts | best: -1.00T | 2/s | 1360.7s   
  3.15K layouts | best: -1.00T | 2/s | 1361.4s   
  3.15K layouts | best: -1.00T | 2/s | 1362.1s   
  3.15K layouts | best: -1.00T | 2/s | 1362.7s   
  3.16K layouts | best: -1.00T | 2/s | 1363.4s   
  3.16K layouts | best: -1.00T | 2/s | 1364.3s   
  3.16K layouts | best: -1.00T | 2/s | 1365.0s   
  3.16K layouts | best: -1.00T | 2/s | 1365.8s   
  3.16K layouts | best: -1.00T | 2/s | 1366.5s   
  3.17K layouts | best: -1.00T | 2/s | 1367.2s   
  3.17K layouts | best: -1.00T | 2/s | 1367.9s   
  3.17K layouts | best: -1.00T | 2/s | 1368.7s   
  3.17K layouts | best: -1.00T | 2/s | 1369.5s   
  3.17K layouts | best: -1.00T | 2/s | 1370.2s   
  3.18K layouts | best: -1.00T | 2/s | 1370.8s   
  3.18K layouts | best: -1.00T | 2/s | 1371.5s   
  3.18K layouts | best: -1.00T | 2/s | 1372.3s   
  3.18K layouts | best: -1.00T | 2/s | 1373.0s   
  3.19K layouts | best: -1.00T | 2/s | 1373.9s   
  3.19K layouts | best: -1.00T | 2/s | 1374.6s   
  3.19K layouts | best: -1.00T | 2/s | 1375.6s   
  3.19K layouts | best: -1.00T | 2/s | 1376.3s   
  3.19K layouts | best: -1.00T | 2/s | 1377.0s   
  3.19K layouts | best: -1.00T | 2/s | 1377.7s   
  3.20K layouts | best: -1.00T | 2/s | 1378.8s   
  3.20K layouts | best: -1.00T | 2/s | 1379.5s   
  3.20K layouts | best: -1.00T | 2/s | 1380.6s   
  3.20K layouts | best: -1.00T | 2/s | 1382.1s   
  3.20K layouts | best: -1.00T | 2/s | 1382.8s   
  3.20K layouts | best: -1.00T | 2/s | 1383.5s   
  3.21K layouts | best: -1.00T | 2/s | 1385.1s   
  3.21K layouts | best: -1.00T | 2/s | 1385.9s   
  3.21K layouts | best: -1.00T | 2/s | 1386.5s   
  3.21K layouts | best: -1.00T | 2/s | 1387.4s   
  3.21K layouts | best: -1.00T | 2/s | 1388.1s   
  3.21K layouts | best: -1.00T | 2/s | 1388.8s   
  3.22K layouts | best: -1.00T | 2/s | 1389.5s   
  3.22K layouts | best: -1.00T | 2/s | 1390.3s   
  3.22K layouts | best: -1.00T | 2/s | 1391.0s   
  3.22K layouts | best: -1.00T | 2/s | 1391.8s   
  3.23K layouts | best: -1.00T | 2/s | 1392.4s   
  3.23K layouts | best: -1.00T | 2/s | 1393.2s   
  3.23K layouts | best: -1.00T | 2/s | 1394.8s   
  3.23K layouts | best: -1.00T | 2/s | 1396.0s   
  3.23K layouts | best: -1.00T | 2/s | 1396.7s   
  3.23K layouts | best: -1.00T | 2/s | 1397.4s   
  3.24K layouts | best: -1.00T | 2/s | 1398.2s   
  3.24K layouts | best: -1.00T | 2/s | 1398.9s   
  3.24K layouts | best: -1.00T | 2/s | 1399.6s   
  3.24K layouts | best: -1.00T | 2/s | 1400.1s   
  3.25K layouts | best: -1.00T | 2/s | 1400.8s   
  3.25K layouts | best: -1.00T | 2/s | 1401.9s   
  3.25K layouts | best: -1.00T | 2/s | 1402.7s   
  3.25K layouts | best: -1.00T | 2/s | 1403.8s   
  3.25K layouts | best: -1.00T | 2/s | 1404.3s   
  3.25K layouts | best: -1.00T | 2/s | 1405.0s   
  3.26K layouts | best: -1.00T | 2/s | 1405.7s   
  3.26K layouts | best: -1.00T | 2/s | 1406.4s   
  3.26K layouts | best: -1.00T | 2/s | 1407.1s   
  3.26K layouts | best: -1.00T | 2/s | 1407.9s   
  3.26K layouts | best: -1.00T | 2/s | 1408.6s   
  3.27K layouts | best: -1.00T | 2/s | 1409.3s   
  3.27K layouts | best: -1.00T | 2/s | 1410.0s   
  3.27K layouts | best: -1.00T | 2/s | 1410.8s   
  3.27K layouts | best: -1.00T | 2/s | 1411.5s   
  3.28K layouts | best: -1.00T | 2/s | 1412.3s   
  3.28K layouts | best: -1.00T | 2/s | 1413.1s   
  3.28K layouts | best: -1.00T | 2/s | 1413.9s   
  3.28K layouts | best: -1.00T | 2/s | 1414.9s   
  3.29K layouts | best: -1.00T | 2/s | 1416.9s   
  3.29K layouts | best: -1.00T | 2/s | 1417.5s   
  3.29K layouts | best: -1.00T | 2/s | 1418.3s   
  3.29K layouts | best: -1.00T | 2/s | 1419.2s   
  3.29K layouts | best: -1.00T | 2/s | 1419.9s   
  3.30K layouts | best: -1.00T | 2/s | 1421.5s   
  3.30K layouts | best: -1.00T | 2/s | 1422.3s   
  3.30K layouts | best: -1.00T | 2/s | 1423.0s   
  3.30K layouts | best: -1.00T | 2/s | 1423.7s   
  3.31K layouts | best: -1.00T | 2/s | 1424.5s   
  3.31K layouts | best: -1.00T | 2/s | 1425.3s   
  3.31K layouts | best: -1.00T | 2/s | 1426.0s   
  3.31K layouts | best: -1.00T | 2/s | 1426.7s   
  3.31K layouts | best: -1.00T | 2/s | 1427.7s   
  3.31K layouts | best: -1.00T | 2/s | 1428.4s   
  3.32K layouts | best: -1.00T | 2/s | 1429.1s   
  3.32K layouts | best: -1.00T | 2/s | 1429.8s   
  3.32K layouts | best: -1.00T | 2/s | 1430.8s   
  3.32K layouts | best: -1.00T | 2/s | 1431.5s   
  3.32K layouts | best: -1.00T | 2/s | 1432.3s   
  3.33K layouts | best: -1.00T | 2/s | 1433.0s   
  3.33K layouts | best: -1.00T | 2/s | 1434.2s   
  3.33K layouts | best: -1.00T | 2/s | 1434.8s   
  3.33K layouts | best: -1.00T | 2/s | 1435.5s   
  3.33K layouts | best: -1.00T | 2/s | 1436.2s   
  3.34K layouts | best: -1.00T | 2/s | 1438.7s   
  3.34K layouts | best: -1.00T | 2/s | 1439.4s   
  3.34K layouts | best: -1.00T | 2/s | 1440.2s   
  3.34K layouts | best: -1.00T | 2/s | 1441.4s   
  3.35K layouts | best: -1.00T | 2/s | 1442.1s   
  3.35K layouts | best: -1.00T | 2/s | 1442.8s   
  3.35K layouts | best: -1.00T | 2/s | 1443.8s   
  3.35K layouts | best: -1.00T | 2/s | 1444.7s   
  3.35K layouts | best: -1.00T | 2/s | 1445.5s   
  3.35K layouts | best: -1.00T | 2/s | 1446.2s   
  3.36K layouts | best: -1.00T | 2/s | 1446.7s   
  3.36K layouts | best: -1.00T | 2/s | 1447.5s   
  3.36K layouts | best: -1.00T | 2/s | 1448.2s   
  3.36K layouts | best: -1.00T | 2/s | 1449.0s   
  3.36K layouts | best: -1.00T | 2/s | 1449.7s   
  3.37K layouts | best: -1.00T | 2/s | 1452.4s   
  3.37K layouts | best: -1.00T | 2/s | 1453.0s   
  3.37K layouts | best: -1.00T | 2/s | 1453.9s   
  3.37K layouts | best: -1.00T | 2/s | 1454.7s   
  3.38K layouts | best: -1.00T | 2/s | 1455.4s   
  3.38K layouts | best: -1.00T | 2/s | 1456.1s   
  3.38K layouts | best: -1.00T | 2/s | 1456.9s   
  3.38K layouts | best: -1.00T | 2/s | 1457.8s   
  3.38K layouts | best: -1.00T | 2/s | 1458.7s   
  3.38K layouts | best: -1.00T | 2/s | 1459.4s   
  3.39K layouts | best: -1.00T | 2/s | 1460.4s   
  3.39K layouts | best: -1.00T | 2/s | 1461.2s   
  3.39K layouts | best: -1.00T | 2/s | 1462.0s   
  3.39K layouts | best: -1.00T | 2/s | 1463.2s   
  3.39K layouts | best: -1.00T | 2/s | 1463.9s   
  3.40K layouts | best: -1.00T | 2/s | 1464.6s   
  3.40K layouts | best: -1.00T | 2/s | 1465.4s   
  3.40K layouts | best: -1.00T | 2/s | 1466.1s   
  3.40K layouts | best: -1.00T | 2/s | 1467.1s   
  3.41K layouts | best: -1.00T | 2/s | 1468.1s   
  3.41K layouts | best: -1.00T | 2/s | 1468.8s   
  3.41K layouts | best: -1.00T | 2/s | 1469.6s   
  3.41K layouts | best: -1.00T | 2/s | 1472.4s   
  3.42K layouts | best: -1.00T | 2/s | 1473.3s   
  3.42K layouts | best: -1.00T | 2/s | 1474.0s   
  3.42K layouts | best: -1.00T | 2/s | 1474.7s   
  3.42K layouts | best: -1.00T | 2/s | 1475.5s   
  3.42K layouts | best: -1.00T | 2/s | 1476.3s   
  3.42K layouts | best: -1.00T | 2/s | 1477.0s   
  3.42K layouts | best: -1.00T | 2/s | 1477.6s   
  3.43K layouts | best: -1.00T | 2/s | 1478.3s   
  3.43K layouts | best: -1.00T | 2/s | 1479.0s   
  3.43K layouts | best: -1.00T | 2/s | 1479.8s   
  3.43K layouts | best: -1.00T | 2/s | 1480.5s   
  3.43K layouts | best: -1.00T | 2/s | 1481.3s   
  3.44K layouts | best: -1.00T | 2/s | 1482.0s   
  3.44K layouts | best: -1.00T | 2/s | 1482.7s   
  3.44K layouts | best: -1.00T | 2/s | 1483.5s   
  3.44K layouts | best: -1.00T | 2/s | 1484.3s   
  3.44K layouts | best: -1.00T | 2/s | 1485.0s   
  3.44K layouts | best: -1.00T | 2/s | 1485.8s   
  3.45K layouts | best: -1.00T | 2/s | 1486.4s   
  3.45K layouts | best: -1.00T | 2/s | 1487.1s   
  3.45K layouts | best: -1.00T | 2/s | 1487.8s   
  3.45K layouts | best: -1.00T | 2/s | 1488.5s   
  3.45K layouts | best: -1.00T | 2/s | 1489.3s   
  3.46K layouts | best: -1.00T | 2/s | 1490.2s   
  3.46K layouts | best: -1.00T | 2/s | 1490.9s   
  3.46K layouts | best: -1.00T | 2/s | 1491.9s   
  3.46K layouts | best: -1.00T | 2/s | 1492.7s   
  3.46K layouts | best: -1.00T | 2/s | 1493.4s   
  3.46K layouts | best: -1.00T | 2/s | 1494.0s   
  3.47K layouts | best: -1.00T | 2/s | 1494.7s   
  3.47K layouts | best: -1.00T | 2/s | 1497.3s   
  3.47K layouts | best: -1.00T | 2/s | 1497.9s   
  3.48K layouts | best: -1.00T | 2/s | 1498.9s   
  3.48K layouts | best: -1.00T | 2/s | 1500.5s   
  3.48K layouts | best: -1.00T | 2/s | 1501.1s   
  3.48K layouts | best: -1.00T | 2/s | 1501.9s   
  3.48K layouts | best: -1.00T | 2/s | 1502.6s   
  3.48K layouts | best: -1.00T | 2/s | 1503.3s   
  3.48K layouts | best: -1.00T | 2/s | 1504.0s   
  3.49K layouts | best: -1.00T | 2/s | 1505.0s   
  3.49K layouts | best: -1.00T | 2/s | 1505.7s   
  3.49K layouts | best: -1.00T | 2/s | 1506.5s   
  3.49K layouts | best: -1.00T | 2/s | 1507.1s   
  3.49K layouts | best: -1.00T | 2/s | 1507.9s   
  3.50K layouts | best: -1.00T | 2/s | 1508.5s   
  3.50K layouts | best: -1.00T | 2/s | 1509.2s   
  3.50K layouts | best: -1.00T | 2/s | 1510.0s   
  3.50K layouts | best: -1.00T | 2/s | 1510.7s   
  3.50K layouts | best: -1.00T | 2/s | 1511.4s   
  3.51K layouts | best: -1.00T | 2/s | 1511.9s   
  3.51K layouts | best: -1.00T | 2/s | 1512.5s   
  3.51K layouts | best: -1.00T | 2/s | 1513.2s   
  3.51K layouts | best: -1.00T | 2/s | 1513.9s   
  3.51K layouts | best: -1.00T | 2/s | 1514.6s   
  3.51K layouts | best: -1.00T | 2/s | 1515.3s   
  3.52K layouts | best: -1.00T | 2/s | 1516.1s   
  3.52K layouts | best: -1.00T | 2/s | 1516.8s   
  3.52K layouts | best: -1.00T | 2/s | 1517.3s   
  3.52K layouts | best: -1.00T | 2/s | 1518.2s   
  3.52K layouts | best: -1.00T | 2/s | 1518.9s   
  3.52K layouts | best: -1.00T | 2/s | 1519.7s   
  3.53K layouts | best: -1.00T | 2/s | 1520.2s   
  3.53K layouts | best: -1.00T | 2/s | 1520.9s   
  3.53K layouts | best: -1.00T | 2/s | 1521.9s   
  3.53K layouts | best: -1.00T | 2/s | 1522.6s   
  3.54K layouts | best: -1.00T | 2/s | 1523.3s   
  3.54K layouts | best: -1.00T | 2/s | 1523.8s   
  3.54K layouts | best: -1.00T | 2/s | 1524.5s   
  3.54K layouts | best: -1.00T | 2/s | 1525.3s   
  3.54K layouts | best: -1.00T | 2/s | 1526.0s   
  3.55K layouts | best: -1.00T | 2/s | 1526.7s   
  3.55K layouts | best: -1.00T | 2/s | 1527.5s   
  3.55K layouts | best: -1.00T | 2/s | 1529.8s   
  3.55K layouts | best: -1.00T | 2/s | 1530.5s   
  3.56K layouts | best: -1.00T | 2/s | 1531.2s   
  3.56K layouts | best: -1.00T | 2/s | 1532.0s   
  3.56K layouts | best: -1.00T | 2/s | 1532.7s   
  3.56K layouts | best: -1.00T | 2/s | 1533.5s   
  3.56K layouts | best: -1.00T | 2/s | 1535.7s   
  3.56K layouts | best: -1.00T | 2/s | 1536.4s   
  3.57K layouts | best: -1.00T | 2/s | 1537.0s   
  3.57K layouts | best: -1.00T | 2/s | 1539.6s   
  3.57K layouts | best: -1.00T | 2/s | 1540.4s   
  3.57K layouts | best: -1.00T | 2/s | 1541.1s   
  3.58K layouts | best: -1.00T | 2/s | 1541.9s   
  3.58K layouts | best: -1.00T | 2/s | 1542.4s   
  3.58K layouts | best: -1.00T | 2/s | 1543.3s   
  3.58K layouts | best: -1.00T | 2/s | 1544.0s   
  3.58K layouts | best: -1.00T | 2/s | 1544.7s   
  3.58K layouts | best: -1.00T | 2/s | 1545.3s   
  3.59K layouts | best: -1.00T | 2/s | 1546.0s   
  3.59K layouts | best: -1.00T | 2/s | 1546.9s   
  3.59K layouts | best: -1.00T | 2/s | 1548.5s   
  3.59K layouts | best: -1.00T | 2/s | 1549.2s   
  3.59K layouts | best: -1.00T | 2/s | 1550.0s   
  3.60K layouts | best: -1.00T | 2/s | 1550.7s   
  3.60K layouts | best: -1.00T | 2/s | 1551.4s   
  3.60K layouts | best: -1.00T | 2/s | 1552.1s   
